planet_name,star_num,planet_num,moon_num,discovery_ref,pl_orbper,pl_rade,pl_masse,stellar_rad,stellar_mass,distance
14 Her b,1,1,0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,,,,,0.9,17.9323
14 Her b,1,1,0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,1766,,,1,0.91,17.9323
14 Her b,1,1,0,<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>,1773.40002,,,0.93,0.9,17.9323
HN Peg b,1,1,0,<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>,,11.777,6991.57,1.01,1.08,18.1186
GJ 3998 b,1,2,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,2.64977,,,0.49,0.5,18.1459
GJ 3998 c,1,2,0,<a refstr=AFFER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.117A/abstract target=ref>Affer et al. 2016</a>,13.74,,,0.49,0.5,18.1459
HD 99492 b,2,1,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,17.038,,,,0.78,18.2038
HD 99492 b,2,1,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,17.0431,,,0.75,0.85,18.2038
HD 99492 b,2,1,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,17.054,,,0.78,0.85,18.2038
HD 99492 b,2,1,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,17.054,,,0.96,0.83,18.2038
HD 99492 b,2,1,0,<a refstr=MARCY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...619..570M/abstract target=ref> Marcy et al. 2005 </a>,17.0431,,,0.83,0.48,18.2038
HD 39091 b,1,2,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,2091.2,,,1.1,1.02,18.2702
HD 39091 b,1,2,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,2151,,,,1.1,18.2702
HD 39091 b,1,2,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,2049,,,,1.1,18.2702
HD 39091 b,1,2,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,2090.3,,4100.007,,1.09,18.2702
HD 39091 b,1,2,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.333..871J/abstract target=ref> Jones et al. 2002 </a>,2093.07,,,1.1,1.09,18.2702
pi Men c,1,2,0,<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>,6.26834,2.06,4.52,1.1,1.02,18.2702
pi Men c,1,2,0,<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>,6.2679,2.042,4.82,1.1,1.09,18.2702
pi Men c,1,2,0,<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>,6.267839,2.036,,1.15,,18.2702
HD 27442 b,2,1,0,<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>,428.1,,,,1.23,18.2704
HD 27442 b,2,1,0,<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>,415.2,,,,1.2,18.2704
HD 154345 b,1,1,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,3538,,,0.87,0.95,18.284
HD 154345 b,1,1,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,3341.55884,,,0.85,0.71,18.284
HD 154345 b,1,1,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,3342,,,,0.88,18.284
HD 154345 b,1,1,0,<a refstr=WRIGHT_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...657..533W/abstract target=ref> Wright et al. 2007 </a>,3267,,,,0.89,18.284
HD 87883 b,1,1,0,<a refstr=FISCHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703.1545F/abstract target=ref> Fischer et al. 2009 </a>,2754,,,0.76,0.82,18.2912
HD 87883 b,1,1,0,<a refstr=FISCHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...703.1545F/abstract target=ref> Fischer et al. 2009 </a>,2754,,,0.79,0.66,18.2912
HIP 54373 b,1,2,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,7.76,,,,0.57,18.7168
HIP 54373 c,1,2,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,15.144,,,,0.57,18.7168
WD 0806-661 b,1,1,0,<a refstr=LUHMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730L...9L/abstract target=ref> Luhman et al. 2011 </a>,,,2383.6,,,19.2444
HD 216520 b,1,2,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,35.45,,,0.76,0.82,19.552
HD 216520 c,1,2,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,154.43,,,0.76,0.82,19.552
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.4,,,,,19.6359
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.3556,,,0.74,0.66,19.6359
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.3587,,,0.73,0.81,19.6359
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.13,,,,,19.6359
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.3556,,,,0.81,19.6359
HD 192263 b,1,1,0,<a refstr=SANTOS_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...356..599S/abstract target=ref> Santos et al. 2000 </a>,24.348,,,,0.75,19.6359
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,8207,,,1.54,1.95,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,7482.5,,,1.54,1.95,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,7665,,,,1.76,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,7800,,3146.517,,1.75,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,,16.8,6356,1.54,1.95,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,8110,,3496.13,,,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,,18.495,2224.81,,,19.7442
bet Pic b,1,2,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,6000,,2542.533,1.54,1.95,19.7442
bet Pic c,1,2,0,<a refstr=LAGRANGE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1135L/abstract target=ref>Lagrange et al. 2019</a>,1200,,2860.47,,1.75,19.7442
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.2185752,,,0.78,0.84,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,,,0.78,0.84,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.219,14.12,365.49,0.76,0.82,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.218573,,,0.77,,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.2,12.3,349.6,,,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.21857567,,,,,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,13.63,369.303,0.81,0.85,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.218577,12.543,370.58978,0.77,0.81,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.21857567,,,0.81,,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,,,0.78,0.84,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.21857567,12.666,359.1479,0.75,0.79,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.218573,12.756,363.582,0.76,0.81,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.21857578,12.902,365.5045,0.75,0.84,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.22,12.778,362.3262,0.78,0.84,19.7638
HD 189733 b,2,1,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.2185752,12.756,356.92309,0.76,0.81,19.7638
7 CMa b,1,2,0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,796,,,4.91,,19.8101
7 CMa b,1,2,0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,763,,,2.3,1.52,19.8101
7 CMa b,1,2,0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,735.1,,,4.87,1.34,19.8101
7 CMa c,1,2,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996,,,4.87,1.34,19.8101
